"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,53.0988671784857,5.26951341144982
"2",2022-03-08 00:00:05,1,303,100,52.4225979771982,5.03928851242467
"3",2022-03-08 00:00:10,1,303,100,50.9616309465996,5.55089320315158
"4",2022-03-08 00:00:15,1,303,100,50.7725036038165,5.24338265094915
"5",2022-03-08 00:00:20,1,303,100,51.6250580757427,5.15018003096829
"6",2022-03-08 00:00:25,1,303,100,49.9055848544963,5.3822967060334
"7",2022-03-08 00:00:30,1,303,100,51.0748298487713,5.54936406506176
"8",2022-03-08 00:00:35,1,303,100,51.9284547595887,5.34650165415561
"9",2022-03-08 00:00:40,1,303,100,50.5193297295641,5.51220744647463
"10",2022-03-08 00:00:45,1,303,100,50.6393615587888,4.88352039866745
"11",2022-03-08 00:00:50,1,303,100,49.9092109220026,5.29163315901055
"12",2022-03-08 00:00:55,1,303,100,50.6190570821729,4.94743324310272
"13",2022-03-08 00:01:00,1,303,100,49.0022321803979,5.37502814040984
"14",2022-03-08 00:01:05,1,303,100,52.1122664186609,5.13143848456212
"15",2022-03-08 00:01:10,1,303,100,50.1744634070839,5.08218457908178
"16",2022-03-08 00:01:15,1,303,100,51.3489149915758,5.14706003885253
"17",2022-03-08 00:01:20,1,303,100,48.4152777624458,5.45699866021917
"18",2022-03-08 00:01:25,1,303,100,51.3942739398761,5.56179632655883
"19",2022-03-08 00:01:30,1,303,100,52.3846733177182,5.42894695740454
"20",2022-03-08 00:01:35,1,303,100,52.6641345686727,5.1551585615623
"21",2022-03-08 00:01:40,1,303,100,52.7565359555816,5.52300679964593
"22",2022-03-08 00:01:45,1,303,100,51.1774214294041,5.25074055105097
"23",2022-03-08 00:01:50,1,303,100,51.174546478608,5.35229763212737
"24",2022-03-08 00:01:55,1,303,100,48.1536642538805,5.7119558959407
"25",2022-03-08 00:02:00,1,303,100,50.1724598145476,5.62466760910036
"26",2022-03-08 00:02:05,1,303,100,52.6302740324269,5.35169787518796
"27",2022-03-08 00:02:10,1,303,100,50.0334959003164,5.32847891185032
"28",2022-03-08 00:02:15,1,303,100,52.4253035402212,5.32064044585879
"29",2022-03-08 00:02:20,1,303,100,49.9533406871862,4.99517522540611
"30",2022-03-08 00:02:25,1,303,100,54.2642862279741,5.27611937572277
"31",2022-03-08 00:02:30,1,303,100,51.3157088174848,5.21639715332224
"32",2022-03-08 00:02:35,1,303,100,52.2142723089595,5.22234120465481
"33",2022-03-08 00:02:40,1,303,100,51.2070092824333,5.42839191206726
"34",2022-03-08 00:02:45,1,303,100,50.1801712526433,5.30137934394549
"35",2022-03-08 00:02:50,1,303,100,50.883382059597,5.64977091486172
"36",2022-03-08 00:02:55,1,303,100,50.4637641138803,5.11997792717164
"37",2022-03-08 00:03:00,1,303,100,48.4796549387063,4.95435683637493
"38",2022-03-08 00:03:05,1,303,100,51.8381862480557,5.7006673872734
"39",2022-03-08 00:03:10,1,303,100,48.8697219431345,5.72913546700153
"40",2022-03-08 00:03:15,1,303,100,50.0893181749595,5.43970956906245
"41",2022-03-08 00:03:20,1,303,100,51.2492067699725,5.29998856781022
"42",2022-03-08 00:03:25,1,303,100,54.4065390932171,5.24243369993031
"43",2022-03-08 00:03:30,1,303,100,51.2570534551542,5.49821786075309
"44",2022-03-08 00:03:35,1,303,100,50.3411659763524,5.3095652403536
"45",2022-03-08 00:03:40,1,303,100,53.3619291213835,5.54237634158273
"46",2022-03-08 00:03:45,1,303,100,52.8534264921995,5.39849334823388
"47",2022-03-08 00:03:50,1,303,100,51.8348318493639,5.53538437910101
"48",2022-03-08 00:03:55,1,303,100,51.2029056000345,5.27906988888041
"49",2022-03-08 00:04:00,1,303,100,49.8630997910216,4.76132668308341
"50",2022-03-08 00:04:05,1,303,100,50.3810557553387,5.30406596530105
"51",2022-03-08 00:04:10,1,303,100,51.8442665128188,5.41568422667735
"52",2022-03-08 00:04:15,1,303,100,52.1606038380067,5.27091565217381
"53",2022-03-08 00:04:20,1,303,100,48.479880698599,5.19441617325792
"54",2022-03-08 00:04:25,1,303,100,51.5425207718415,5.72450828305889
"55",2022-03-08 00:04:30,1,303,100,50.7182410178943,5.50569993541816
"56",2022-03-08 00:04:35,1,303,100,50.1540338693798,5.4481830012597
"57",2022-03-08 00:04:40,1,303,100,50.6420182691281,5.55261387114652
"58",2022-03-08 00:04:45,1,303,100,52.4533605693367,5.10060724978268
"59",2022-03-08 00:04:50,1,303,100,50.6191916074989,5.06219991512429
"60",2022-03-08 00:04:55,1,303,100,52.9022336011994,5.23687669409235
"61",2022-03-08 00:05:00,1,303,100,52.9576864698294,5.37622954966647
"62",2022-03-08 00:05:05,1,303,100,51.725435672439,5.67073096947644
"63",2022-03-08 00:05:10,1,303,100,51.8589011471358,5.41233556405638
"64",2022-03-08 00:05:15,1,303,100,52.0199111690326,4.84856041864816
"65",2022-03-08 00:05:20,1,303,100,51.7336414003667,5.32983825160101
"66",2022-03-08 00:05:25,1,303,100,52.0929243259455,5.11276081925899
"67",2022-03-08 00:05:30,1,303,100,51.5056122064966,5.53840901541031
"68",2022-03-08 00:05:35,1,303,100,49.9706898331602,5.33538758497159
"69",2022-03-08 00:05:40,1,303,100,51.4307887049185,5.38996429406991
"70",2022-03-08 00:05:45,1,303,100,51.1895278068771,5.05392052138704
"71",2022-03-08 00:05:50,1,303,100,51.5357541487369,5.29260096408686
"72",2022-03-08 00:05:55,1,303,100,51.4694124226002,5.24610959181343
"73",2022-03-08 00:06:00,1,303,100,52.0273417695019,5.35723157635006
"74",2022-03-08 00:06:05,1,303,100,49.651896605441,5.26498579099332
"75",2022-03-08 00:06:10,1,303,100,53.2463114145004,5.30903587567724
"76",2022-03-08 00:06:15,1,303,100,51.4707475955027,5.22281017801806
"77",2022-03-08 00:06:20,1,303,100,52.1815257463286,5.16437651933034
"78",2022-03-08 00:06:25,1,303,100,51.7339237837991,5.26215019535177
"79",2022-03-08 00:06:30,1,303,100,48.32529015284,5.20900369275436
"80",2022-03-08 00:06:35,1,303,100,51.0429596154522,5.27229756429506
"81",2022-03-08 00:06:40,1,303,100,51.4278420420518,5.69655357467693
"82",2022-03-08 00:06:45,1,303,100,53.8443577200483,5.24594647834892
"83",2022-03-08 00:06:50,1,303,100,48.8668112245525,5.15901000507996
"84",2022-03-08 00:06:55,1,303,100,51.8848630564732,5.22337214963277
"85",2022-03-08 00:07:00,1,303,100,49.7383152309289,5.40787114480075
"86",2022-03-08 00:07:05,1,303,100,49.562852610236,5.19671188440952
"87",2022-03-08 00:07:10,1,303,100,52.76780160581,5.13879934450331
"88",2022-03-08 00:07:15,1,303,100,50.1223780570928,4.9337985489511
"89",2022-03-08 00:07:20,1,303,100,50.7608512988174,5.34123925479972
"90",2022-03-08 00:07:25,1,303,100,52.0449871732238,5.29271075312513
"91",2022-03-08 00:07:30,1,303,100,51.1939117977353,5.19692473748874
"92",2022-03-08 00:07:35,1,303,100,49.2990639345245,5.41381787678158
"93",2022-03-08 00:07:40,1,303,100,51.3376442870267,5.47161501337252
"94",2022-03-08 00:07:45,1,303,100,51.5322562051351,5.60657466158354
"95",2022-03-08 00:07:50,1,303,100,49.7311920029189,5.28815730694752
"96",2022-03-08 00:07:55,1,303,100,51.9788860852321,5.32469175015845
